Desc	Family	PX356	PX439	CLATE	JU1373	NIC58	PX506	CBREN	CBRIG	CELEG	CINOP	CNIGO	CSINI
null	OG0005533	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005534	1	1	1	2	1	1	1	1	1	1	1	1
null	OG0005535	1	1	1	2	1	1	1	1	1	1	1	1
null	OG0005536	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005537	1	1	1	1	1	1	1	1	2	0	1	2
null	OG0005538	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005539	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005540	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005541	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005542	1	1	1	1	1	1	2	1	2	0	1	1
null	OG0005543	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005544	1	1	1	1	1	0	3	1	1	1	1	1
null	OG0005545	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005546	1	1	1	0	0	1	0	2	1	0	4	2
null	OG0005547	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005548	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005549	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005550	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005551	1	1	1	2	3	1	0	1	0	0	1	2
null	OG0005552	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005553	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005554	1	2	2	1	1	1	2	1	1	0	0	1
null	OG0005555	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005556	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005557	1	1	1	1	1	0	2	1	1	1	2	1
null	OG0005558	1	1	1	1	1	1	1	1	1	1	2	1
null	OG0005559	1	1	1	1	1	1	1	1	1	1	2	1
null	OG0005560	1	1	1	1	1	1	1	2	1	1	1	1
null	OG0005561	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005562	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005563	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005564	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005565	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005566	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005567	1	1	1	1	1	1	1	2	1	1	1	1
null	OG0005568	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005569	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005570	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005571	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005572	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005573	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005574	1	1	1	1	1	1	1	1	1	2	1	1
null	OG0005575	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005576	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005577	1	1	1	1	1	1	1	2	1	1	1	1
null	OG0005578	1	1	1	1	1	1	1	1	1	2	1	1
null	OG0005579	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005580	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005581	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005582	1	1	1	1	1	1	0	1	2	1	2	1
null	OG0005583	1	1	1	1	2	1	1	1	1	1	1	1
null	OG0005584	1	1	1	1	1	2	1	1	1	1	1	1
null	OG0005585	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005586	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005587	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005588	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005589	1	1	1	1	1	1	1	1	2	1	1	1
null	OG0005590	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005591	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005592	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005593	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005594	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005595	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005596	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005597	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005598	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005599	2	2	2	0	0	1	1	1	1	1	1	1
null	OG0005600	1	1	1	1	1	1	1	1	1	2	1	1
null	OG0005601	1	1	0	1	1	1	1	1	1	1	1	3
null	OG0005602	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005603	1	1	1	1	1	1	2	1	1	0	1	2
null	OG0005604	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005605	1	1	1	1	1	1	1	1	1	2	1	1
null	OG0005606	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005607	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005608	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005609	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005610	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005611	2	1	2	0	0	2	0	1	1	1	1	1
null	OG0005612	1	0	1	1	1	1	2	1	1	2	1	1
null	OG0005613	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005614	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005615	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005616	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005617	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005618	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005619	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005620	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005621	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005622	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005623	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005624	1	1	1	1	1	1	0	1	1	2	1	2
null	OG0005625	1	1	1	1	1	2	1	1	0	1	1	1
null	OG0005626	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005627	1	1	0	1	1	1	1	1	1	0	1	4
null	OG0005628	1	1	1	1	1	1	2	0	1	1	1	2
null	OG0005629	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005630	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005631	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005632	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005633	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005634	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005635	1	1	1	1	1	1	1	1	1	1	2	1
null	OG0005636	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005637	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005638	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005639	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005640	1	1	1	1	1	1	1	1	1	1	2	1
null	OG0005641	1	1	1	1	1	1	1	1	1	2	1	1
null	OG0005642	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005643	2	1	1	1	1	0	2	1	1	0	2	1
null	OG0005644	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005645	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005646	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005647	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005648	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005649	1	1	1	1	1	1	1	1	1	2	1	1
null	OG0005650	1	1	3	1	1	1	1	1	0	0	2	1
null	OG0005651	1	1	1	1	1	1	1	1	2	1	1	1
null	OG0005652	1	1	1	1	1	1	1	1	1	2	1	1
null	OG0005653	1	1	1	1	1	1	2	1	2	1	1	1
null	OG0005654	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005655	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005656	1	0	0	2	3	1	2	1	0	0	1	2
null	OG0005657	1	1	1	0	1	1	3	2	0	0	1	2
null	OG0005658	1	1	1	2	1	1	1	1	1	1	1	1
null	OG0005659	1	1	1	1	2	1	1	1	1	1	1	1
null	OG0005660	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005661	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005662	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005663	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005664	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005665	1	1	1	1	1	0	3	1	1	1	1	1
null	OG0005666	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005667	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005668	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005669	1	1	1	1	1	0	2	1	1	1	1	2
null	OG0005670	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005671	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005672	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005673	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005674	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005675	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005676	1	2	1	1	1	1	1	1	2	1	1	0
null	OG0005677	1	1	1	1	1	1	1	1	2	1	1	1
null	OG0005678	1	2	1	1	1	1	1	1	1	1	1	1
null	OG0005679	1	1	1	1	1	1	1	1	2	1	1	1
null	OG0005680	1	1	1	1	1	2	1	1	1	1	1	1
null	OG0005681	1	2	1	0	0	2	1	1	0	1	2	2
null	OG0005682	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005683	1	1	1	1	1	1	1	2	1	1	1	1
null	OG0005684	1	1	1	1	1	1	1	2	1	1	1	1
null	OG0005685	1	1	1	1	1	1	1	2	1	1	1	1
null	OG0005686	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005687	1	1	1	1	1	1	1	1	2	1	1	1
null	OG0005688	1	0	0	1	1	1	1	1	3	0	2	2
null	OG0005689	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005690	1	1	1	1	1	2	1	1	1	1	1	1
null	OG0005691	2	3	2	1	1	3	0	0	0	0	0	0
null	OG0005692	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005693	1	1	1	0	0	1	0	2	2	0	1	3
null	OG0005694	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005695	1	1	1	1	1	2	1	1	1	1	1	1
null	OG0005696	1	1	1	1	1	1	1	1	2	1	1	1
null	OG0005697	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005698	1	1	1	1	1	1	1	2	1	1	1	1
null	OG0005699	1	1	1	1	1	1	1	2	1	1	2	0
null	OG0005700	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0005701	1	1	2	1	1	1	1	1	1	1	1	1
null	OG0005702	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0005703	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0005704	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0005705	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0005706	1	0	2	1	1	2	1	1	0	0	1	1
null	OG0005707	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005708	1	1	1	1	1	1	1	2	1	1	1	1
null	OG0005709	2	2	2	0	0	2	1	1	0	0	1	1
null	OG0005710	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005711	1	1	1	1	1	1	1	1	1	1	2	1
null	OG0005712	1	2	1	1	1	1	1	1	1	1	1	1
null	OG0005713	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005714	1	1	1	1	1	1	1	1	1	0	1	3
null	OG0005715	1	1	1	1	1	1	1	1	1	1	2	1
null	OG0005716	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0005717	1	1	2	1	1	1	1	1	1	1	1	1
null	OG0005718	1	1	1	2	2	1	1	1	1	1	1	0
null	OG0005719	1	1	1	2	1	1	1	1	1	1	1	1
null	OG0005720	1	1	1	1	1	1	2	1	0	1	1	2
null	OG0005721	1	3	4	0	0	3	0	0	0	0	0	0
null	OG0005722	1	1	1	1	1	1	1	1	1	2	1	1
null	OG0005723	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0005724	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005725	1	1	1	1	1	1	1	1	1	1	2	1
null	OG0005726	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005727	1	1	1	1	2	1	1	1	1	1	1	1
null	OG0005728	1	1	1	1	1	0	1	1	1	1	1	3
null	OG0005729	1	1	1	2	1	1	1	1	1	1	1	1
null	OG0005730	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005731	1	1	1	1	1	1	1	2	1	1	1	1
null	OG0005732	1	1	1	1	1	1	1	1	2	1	1	1
null	OG0005733	1	1	1	1	1	1	1	1	1	1	2	1
null	OG0005734	1	1	1	1	1	1	1	1	1	1	2	1
null	OG0005735	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005736	1	1	1	1	1	1	1	1	1	2	1	1
null	OG0005737	1	1	1	1	1	1	2	1	1	0	2	1
null	OG0005738	1	1	2	1	1	1	1	1	1	1	1	1
null	OG0005739	1	1	1	1	2	1	1	1	1	1	1	1
null	OG0005740	1	1	1	1	1	1	2	1	0	1	2	1
null	OG0005741	1	1	1	1	1	1	2	1	2	0	1	1
null	OG0005742	2	1	8	0	0	1	0	0	0	0	0	0
null	OG0005743	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005744	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005745	1	1	1	1	1	1	1	1	2	1	1	1
null	OG0005746	1	2	1	1	1	1	1	1	1	1	1	1
null	OG0005747	1	1	1	1	1	1	1	1	2	1	1	1
null	OG0005748	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005749	1	1	1	1	1	1	2	1	1	0	2	1
null	OG0005750	3	4	1	0	0	1	0	0	0	1	0	0
null	OG0005751	1	1	1	1	1	1	1	1	1	1	2	1
null	OG0005752	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005753	1	1	1	1	1	1	1	1	2	1	1	1
null	OG0005754	1	1	1	0	1	1	1	2	1	1	2	1
null	OG0005755	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005756	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0005757	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005758	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005759	2	1	1	1	1	1	1	1	1	1	1	1
null	OG0005760	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005761	1	1	1	1	1	1	1	1	1	1	2	1
null	OG0005762	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005763	1	1	1	1	2	1	1	1	1	1	1	1
null	OG0005764	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005765	1	1	1	1	1	1	1	2	0	0	2	2
null	OG0005766	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005767	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005768	1	1	2	1	1	1	1	1	1	1	1	1
null	OG0005769	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005770	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005771	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0005772	1	1	1	1	1	1	1	1	1	1	2	1
null	OG0005773	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005774	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005775	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005776	1	1	1	1	2	1	2	1	1	0	1	1
null	OG0005777	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005778	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005779	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005780	1	1	1	1	1	2	1	1	1	1	1	1
null	OG0005781	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005782	1	1	1	1	1	1	1	2	1	1	1	1
null	OG0005783	1	1	1	2	1	1	1	1	1	1	1	1
null	OG0005784	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005785	1	1	2	0	1	2	1	2	1	0	1	1
null	OG0005786	1	1	1	1	1	1	1	1	1	1	2	1
null	OG0005787	1	1	1	1	1	2	1	1	1	1	1	1
null	OG0005788	1	1	1	1	1	1	1	1	2	1	1	1
null	OG0005789	1	1	1	1	1	1	1	1	2	1	1	1
null	OG0005790	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005791	1	1	1	1	1	1	1	2	1	1	1	1
null	OG0005792	1	1	2	1	1	1	1	1	1	1	1	1
null	OG0005793	1	1	1	1	1	1	1	1	1	2	1	1
null	OG0005794	1	1	1	1	1	1	1	1	2	1	1	1
null	OG0005795	1	1	1	1	1	1	1	1	1	2	1	1
null	OG0005796	1	1	1	1	1	1	1	1	2	1	1	1
null	OG0005797	1	1	1	1	1	1	1	1	2	1	1	1
null	OG0005798	1	1	1	1	1	2	1	1	1	1	1	1
null	OG0005799	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005800	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005801	1	1	1	1	1	1	1	1	2	1	1	1
null	OG0005802	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005803	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005804	1	1	1	1	1	1	1	1	1	2	1	1
null	OG0005805	1	1	1	1	1	1	1	1	1	2	1	1
null	OG0005806	1	1	2	1	1	1	1	1	1	1	1	1
null	OG0005807	1	1	1	1	1	1	1	1	1	2	1	1
null	OG0005808	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005809	1	1	1	2	1	1	1	1	1	1	1	1
null	OG0005810	1	1	1	1	1	0	1	2	1	1	1	2
null	OG0005811	3	2	2	0	0	2	0	0	0	0	0	3
null	OG0005812	1	1	1	1	1	1	1	1	1	1	2	1
null	OG0005813	1	1	1	1	1	1	1	1	1	2	1	1
null	OG0005814	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005815	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005816	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005817	1	1	1	1	1	1	1	1	1	2	1	1
null	OG0005818	1	1	1	1	1	1	1	1	1	1	2	1
null	OG0005819	1	1	1	2	1	1	1	1	1	1	1	1
null	OG0005820	1	1	1	1	1	1	1	1	1	1	2	1
null	OG0005821	1	1	1	1	2	1	1	1	1	1	1	1
null	OG0005822	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005823	1	1	1	1	1	1	1	2	1	1	1	1
null	OG0005824	1	1	1	1	1	0	1	1	1	1	1	3
null	OG0005825	1	1	1	1	1	1	1	1	1	1	2	1
null	OG0005826	1	1	1	1	1	1	1	1	2	1	1	1
null	OG0005827	1	1	1	1	1	1	1	1	1	1	2	1
null	OG0005828	1	1	1	1	1	1	1	1	1	1	2	1
null	OG0005829	1	1	1	1	1	1	1	1	1	1	2	1
null	OG0005830	1	1	1	1	1	1	1	1	1	1	2	1
null	OG0005831	1	1	1	1	1	1	1	2	1	1	1	1
null	OG0005832	2	1	1	1	1	1	1	1	1	1	1	1
null	OG0005833	2	1	1	1	1	1	1	1	1	1	1	1
null	OG0005834	2	1	1	1	1	1	1	1	1	1	1	1
null	OG0005835	2	1	1	1	1	1	1	1	1	1	1	1
null	OG0005836	2	1	2	0	0	1	0	0	0	0	0	5
null	OG0005837	1	1	1	1	1	1	1	2	1	1	2	0
null	OG0005838	1	1	1	1	1	1	1	1	2	1	1	1
null	OG0005839	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0005840	1	1	1	1	1	2	1	1	1	1	1	1
null	OG0005841	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005842	1	1	1	1	1	1	1	1	1	1	2	1
null	OG0005843	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005844	1	1	1	1	1	1	1	2	1	1	1	1
null	OG0005845	1	1	1	1	1	1	1	1	2	1	1	1
null	OG0005846	1	0	0	1	1	1	1	1	1	1	1	4
null	OG0005847	1	1	1	1	1	1	1	1	1	2	1	1
null	OG0005848	1	1	1	1	1	1	1	2	1	1	1	1
null	OG0005849	1	1	1	1	1	1	1	2	1	1	1	1
null	OG0005850	1	1	1	1	1	1	1	2	1	1	1	1
null	OG0005851	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005852	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005853	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005854	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005855	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005856	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005857	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005858	2	1	4	0	0	1	0	1	0	0	1	2
null	OG0005859	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005860	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005861	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005862	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005863	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005864	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005865	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005866	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005867	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005868	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005869	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005870	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005871	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005872	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005873	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005874	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005875	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005876	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005877	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005878	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005879	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005880	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005881	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005882	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005883	1	1	1	1	1	1	2	2	1	0	1	1
null	OG0005884	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005885	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005886	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005887	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005888	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005889	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005890	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005891	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005892	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005893	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005894	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005895	1	1	1	1	1	1	2	1	1	0	1	2
null	OG0005896	1	1	1	1	2	1	2	1	1	0	1	1
null	OG0005897	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005898	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005899	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005900	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005901	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005902	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005903	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005904	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005905	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005906	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005907	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005908	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005909	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005910	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005911	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005912	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005913	1	1	1	0	0	2	2	1	1	1	1	1
null	OG0005914	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005915	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005916	4	2	0	0	0	4	0	0	0	0	0	0
null	OG0005917	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005918	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005919	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005920	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005921	1	1	2	0	1	1	1	1	1	1	1	1
null	OG0005922	1	1	1	1	1	1	1	2	1	0	1	1
null	OG0005923	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0005924	1	2	1	0	0	2	1	0	0	0	3	3
null	OG0005925	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0005926	1	2	1	0	0	1	1	1	1	0	2	1
null	OG0005927	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0005928	2	1	1	1	1	1	1	1	1	1	1	1
null	OG0005929	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0005930	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0005931	1	1	1	1	1	0	1	1	1	1	1	1
null	OG0005932	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0005933	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0005934	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0005935	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0005936	2	1	1	1	1	0	0	1	1	1	1	1
null	OG0005937	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0005938	1	1	1	1	2	1	2	1	1	1	1	0
null	OG0005939	3	4	6	0	0	1	0	0	0	0	0	0
null	OG0005940	1	1	1	1	1	0	1	1	1	1	1	1
null	OG0005941	1	2	1	1	1	1	1	1	1	1	1	1
null	OG0005942	1	1	2	1	1	1	1	1	1	1	1	1
null	OG0005943	1	1	1	1	1	1	1	1	2	1	1	1
null	OG0005944	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005945	1	1	1	1	1	1	1	1	1	1	2	1
null	OG0005946	1	1	1	1	0	1	1	1	1	1	1	3
null	OG0005947	1	1	1	1	1	1	1	1	1	1	2	1
null	OG0005948	1	3	3	0	0	3	0	0	0	0	0	0
null	OG0005949	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0005950	1	1	1	1	1	1	1	2	1	1	1	1
null	OG0005951	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0005952	1	1	1	1	1	1	1	1	1	2	1	1
null	OG0005953	1	1	1	1	1	1	1	2	1	1	2	1
null	OG0005954	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005955	1	1	1	1	1	1	2	1	1	1	1	1
null	OG0005956	1	1	2	2	2	1	1	0	0	0	0	3
null	OG0005957	1	1	1	1	1	1	1	1	1	1	2	1
null	OG0005958	2	1	1	1	1	1	1	1	1	1	1	0
null	OG0005959	3	1	1	0	0	4	0	0	0	0	0	0
null	OG0005960	2	2	2	1	1	2	0	0	0	1	0	1
null	OG0005961	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005962	1	1	1	1	1	1	1	1	1	1	1	2
null	OG0005963	1	1	1	1	1	1	1	1	1	1	2	1
null	OG0005964	1	1	1	1	1	1	1	2	1	1	1	1
null	OG0005965	1	1	1	1	1	1	1	2	1	1	1	1
null	OG0005966	1	1	1	1	1	1	1	2	1	1	1	1
null	OG0005967	1	1	1	1	1	1	1	1	2	1	1	1
